ID,Kerne_A,Cyto_A,K/C,Kerne_Ycol,Cyto_Ycol,KerneShort,KerneLong,KerneElong,KerneRund,CytoShort,CytoLong,CytoElong,CytoRund,KernePeri,CytoPeri,KerneX,KerneY,CytoX,CytoY,KernePos,KerneMax,KerneMin,CytoMax,CytoMin,Class
34cyl35.BMP,90.87,462.48,0.164217945,0.47,0.74,9.56,13.98,0.6838,0.5920,23.22,33.73,0.6884,0.5176,76.03,246.14,441.96,210.35,463.54,246.24,0.4986,27,15,140,99,1
35cyl36.BMP,90.74,391.15,0.188300234,0.49,0.73,9.31,13.37,0.6963,0.6463,23.96,28.15,0.8512,0.6285,61.15,193.25,387.61,270.63,401.07,300.95,0.4733,28,15,105,73,1
36cyl37.BMP,75.53,325.33,0.188419897,0.48,0.78,7.45,13.95,0.5341,0.4942,19.96,29.57,0.6750,0.4737,49.71,202.54,283.92,303.69,317.26,328.7,0.5661,22,11,114,74,1
37cyl38.BMP,72.77,269.04,0.212896053,0.47,0.79,8.38,12.82,0.6537,0.5637,16.99,28.89,0.5881,0.4104,69.64,160.67,396.03,367.66,365.58,369.53,0.4241,24,10,71,65,1
38cyl39.BMP,77.28,562.18,0.120851969,0.42,0.76,8.08,13.26,0.6094,0.5596,25.38,33.68,0.7536,0.6310,54.92,182.81,538.41,223.73,494.67,208.66,0.5517,22,13,138,144,1
39cyl40.BMP,71.27,663.07,0.097053136,0.42,0.75,10.38,11.77,0.8819,0.6550,24.7,38.81,0.6364,0.5605,69.46,255.49,283.92,377.65,339.05,365.81,0.5835,23,12,231,198,1
40cyl41.BMP,85.36,627.25,0.119785016,0.45,0.74,7.59,15.58,0.4872,0.4477,28.15,33.12,0.8499,0.7281,63.68,236.78,517.33,228.06,500.04,276.04,0.6184,26,12,197,179,1
50cyl42.BMP,111.22,617.73,0.152575622,0.6,0.75,10.6,14.14,0.7496,0.7083,22.1,42.33,0.5221,0.4389,69.84,234.74,404.4,275.26,349.52,242.43,0.6067,51,36,192,128,1
42cyl43.BMP,91.93,441.13,0.172457134,0.45,0.73,10.32,12.2,0.8459,0.7864,24.13,33.04,0.7303,0.5145,57.11,183.85,481.11,123.46,514.61,116.52,0.4158,33,21,123,99,1
43cyl44.BMP,54.05,198.46,0.214050929,0.51,0.81,6.87,11.13,0.6173,0.5555,14.75,27.63,0.5338,0.3310,45.53,245.74,442.03,380.02,375.54,338.34,1.1406,24,11,148,85,1
44cyl45.BMP,51.6,415.58,0.110449934,0.54,0.83,8.03,9.83,0.8169,0.6799,15.68,42.23,0.3713,0.2967,63.32,294.29,453.84,279.67,501.53,269.47,0.4638,28,9,156,133,1
45cyl46.BMP,106.09,442.82,0.193273943,0.46,0.74,10.57,13.94,0.7582,0.6951,22.9,32.11,0.7132,0.5468,67.01,176.33,513.55,278.83,484.73,310.26,0.5333,32,19,134,127,1
46cyl47.BMP,99.32,455.47,0.179022693,0.48,0.73,10.73,13.06,0.8216,0.7414,17.48,42.99,0.4066,0.3138,56.49,153.28,333.25,308.3,385.95,289.58,0.5225,24,15,119,110,1
47cyl48.BMP,101.45,264.34,0.277344925,0.48,0.71,10.3,13.28,0.7756,0.7324,14.58,36.38,0.4008,0.2543,54.74,149.29,349.28,346.21,389.79,348.11,0.4477,39,15,80,89,1
48cyl49.BMP,42.84,364.1,0.105273505,0.57,0.79,8.93,10.73,0.8322,0.4738,15.97,36.65,0.4357,0.3451,89,250.19,536.22,189.46,505.1,189.25,0.3410,41,14,121,117,1
49cyl50.BMP,73.71,374.5,0.164454162,0.52,0.79,9.59,10.71,0.8954,0.8182,14.05,44.7,0.3143,0.2386,45.28,268.04,457.85,225.48,393.14,236.09,0.5891,26,17,195,134,1
1para01.BMP,48.47,431.11,0.101067601,0.33,0.7,7.1,9.77,0.7267,0.6465,20.64,34.03,0.6065,0.4740,47.17,145.48,167.08,371.82,157.23,369.33,0.1199,24,7,96,76,2
1para02.BMP,46.97,420.09,0.100565238,0.33,0.71,5.83,11.95,0.4879,0.4188,21.85,30.83,0.7087,0.5627,41.82,130.34,224.95,318.99,227.38,314.19,0.0701,18,16,82,82,2
2para03.BMP,55.17,208.04,0.209604498,0.33,0.65,7.52,10.07,0.7468,0.6927,18.43,21.57,0.8544,0.5693,39.23,101.81,48.7,291.94,54.49,277.74,0.2855,19,16,51,34,2
3para04.BMP,70.58,247.87,0.22163605,0.35,0.61,8.51,11.36,0.7491,0.6964,20.92,24.26,0.8623,0.5362,42.13,120.89,290.27,416.08,296.71,417.82,0.1104,36,29,61,53,2
4para05.BMP,71.77,247.93,0.224491711,0.34,0.53,8.04,12.21,0.6585,0.6129,17.64,29.3,0.6020,0.3677,44.4,114.78,192.78,435.97,191.54,434.94,0.0221,33,15,56,47,2
5para06.BMP,43.21,332.66,0.11495996,0.31,0.7,6.62,9.16,0.7227,0.6557,21.22,26.74,0.7936,0.5924,31.79,115.02,433.37,328.75,431.66,328.88,0.0258,15,10,84,80,2
6para07.BMP,73.15,334.23,0.17956208,0.33,0.61,8.22,12.06,0.6816,0.6404,20.45,30.66,0.6670,0.4527,38.67,117.66,529.66,325.34,534.83,322.69,0.0761,34,24,70,68,2
7para08.BMP,62.25,313.25,0.165778961,0.32,0.54,7.62,11.3,0.6743,0.6207,20.7,27.4,0.7555,0.5313,42.18,113.93,472.02,212.74,468.79,205.76,0.1127,25,17,63,57,2
8para09.BMP,39.83,279.31,0.124804161,0.27,0.61,6.3,8.95,0.7039,0.6331,15.74,30.12,0.5226,0.3920,29.21,104.44,281.44,200.65,287.49,198.51,0.0856,16,11,54,54,2
9para10.BMP,59.31,207.54,0.222259696,0.32,0.65,8.08,10,0.8080,0.7552,18.73,21.94,0.8537,0.5490,36.3,103.74,702.25,200.56,707.33,186.89,0.2669,23,11,54,46,2
10para11.BMP,53.42,250.94,0.175515837,0.37,0.71,7.14,11.06,0.6456,0.5560,20.05,21.28,0.9422,0.7056,55.01,126.25,445.97,214.24,462.73,198.65,0.4320,24,18,54,54,2
11para12.BMP,37.76,455.78,0.07650849,0.38,0.71,7.36,8.59,0.8568,0.6516,24.82,28.31,0.8767,0.7241,48.67,147.59,594.65,262,584.57,266.3,0.1555,23,10,102,86,2
12para13.BMP,61.62,288.7,0.175896323,0.3,0.64,7.22,11.61,0.6219,0.5821,20.33,26.27,0.7739,0.5326,37.4,111.4,242.78,334.24,243.91,329.57,0.0735,23,11,70,64,2
13para14.BMP,64.06,682.67,0.085787366,0.34,0.59,7.61,11.9,0.6395,0.5760,22.11,48.34,0.4574,0.3720,46.55,168.2,177.52,240.78,178.54,227.56,0.1102,30,12,156,144,2
14para15.BMP,40.58,513.96,0.073177769,0.37,0.66,6.69,10.52,0.6359,0.4669,19,40.54,0.4687,0.3982,57.05,156.38,648,150.64,637.88,141.79,0.1332,19,14,127,100,2
15para16.BMP,96.13,260.02,0.269914362,0.33,0.56,10.88,12.45,0.8739,0.7896,18.43,31.86,0.5785,0.3262,52.2,132.57,495.9,279.97,495.21,271.89,0.1022,34,21,51,59,2
16para17.BMP,15.59,814.87,0.018772728,0.37,0.66,4.11,7.12,0.5772,0.3916,26.66,41.84,0.6372,0.5927,31.02,177.95,382.48,242.71,383.46,225.16,0.1687,14,9,200,149,2
17para18.BMP,84.98,867.91,0.089181333,0.35,0.69,10.34,11.09,0.9324,0.8798,35.83,38.69,0.9261,0.7382,43.94,197.53,436.93,225.22,448.54,220.31,0.1308,43,25,174,135,2
18para19.BMP,88.49,768.87,0.103212186,0.32,0.62,9.96,10.46,0.9522,1.0298,34.66,40.5,0.8558,0.5968,42.49,207.87,422.21,237.42,451.42,251.13,0.3200,42,27,166,125,2
19para20.BMP,112.51,501.72,0.183172427,0.34,0.62,10.18,14.14,0.7199,0.7165,23.81,37.92,0.6279,0.4443,56.45,182.5,456.22,281.13,457.74,263.63,0.1860,42,28,101,88,2
20para21.BMP,97.63,613.85,0.137221004,0.36,0.57,9.91,13.69,0.7239,0.6633,23.64,45.68,0.5175,0.3746,58.6,179.14,237.26,435.69,238.71,434.51,0.0164,49,39,137,99,2
21para22.BMP,95.31,424.66,0.183299036,0.34,0.56,10.48,13.13,0.7982,0.7039,20.56,38.99,0.5273,0.3557,72.49,178.51,380.56,388.42,371.16,390.68,0.0996,40,30,102,74,2
22para23.BMP,111.47,463.48,0.193877728,0.34,0.61,11.08,13.52,0.8195,0.7765,24.81,35.82,0.6926,0.4599,57.69,171,474.18,266.05,466.14,273.13,0.1201,44,33,91,78,2
23para24.BMP,86.11,669.96,0.113891571,0.33,0.65,10.65,10.96,0.9717,0.9127,31.64,38.54,0.8210,0.5743,50.54,331.68,366.63,306.66,368.93,297.55,0.0979,38,33,240,165,2
24para25.BMP,69.89,509.89,0.120545724,0.3,0.61,9.46,10.09,0.9376,0.8741,24.71,35.46,0.6968,0.5163,36.02,149.39,427.44,298.01,419.5,302.76,0.1048,24,18,96,81,2
25para26.BMP,148.92,1058.73,0.123313874,0.35,0.61,10.48,19.88,0.5272,0.4798,35.53,49.58,0.7166,0.5484,96.88,302.2,328.6,317.15,340.06,307.34,0.1222,62,48,218,178,2
26para27.BMP,170.03,912.88,0.157012125,0.34,0.6,11.51,20.08,0.5732,0.5369,31.64,50.93,0.6212,0.4481,98.43,252.99,358.83,265.02,366.87,249.9,0.1350,76,56,149,180,2
27para28.BMP,134.58,803.97,0.143391402,0.36,0.61,11.12,15.09,0.7369,0.7525,21.45,41.01,0.5230,0.6087,59.78,217.31,599.23,344.75,650.51,402.92,0.7594,56,52,87,68,2
28para29.BMP,86.99,888.14,0.089208618,0.36,0.62,9.71,12.86,0.7551,0.6697,36.33,37.69,0.9639,0.7960,63.22,202.75,420.06,419.62,407.71,416.26,0.1364,37,22,172,192,2
29para30.BMP,141.09,408.5,0.256718645,0.34,0.65,12.14,16.08,0.7550,0.6948,22.09,40.08,0.5511,0.3238,65.27,185.87,632.92,363.67,636.63,377.42,0.1427,53,40,89,68,2
30para31.BMP,80.66,319.7,0.201468678,0.33,0.59,9.19,11.94,0.7697,0.7204,18.37,33.6,0.5467,0.3606,44.47,128.21,284.87,250.47,275.42,249.22,0.1139,32,18,56,54,2
31para32.BMP,212.42,675.16,0.239324906,0.34,0.62,14.9,23.4,0.6368,0.4939,36.5,38.82,0.9402,0.5704,159.29,281.52,542.6,214.49,537.71,214.08,0.0508,78,60,101,131,2
32para33.BMP,101.08,482.96,0.173070338,0.35,0.6,9.58,14.2,0.6746,0.6383,27.98,31.71,0.8824,0.6115,53.42,149.32,405.42,298.5,410.88,294.5,0.0857,42,25,85,86,2
33para34.BMP,164.51,458.54,0.264039804,0.37,0.63,13.42,16.36,0.8203,0.7826,30.33,33.34,0.9097,0.5252,79.94,205.14,319.65,254.44,320.32,265.48,0.1332,67,40,99,62,2
34para35.BMP,364.04,278.68,0.566405278,0.33,0.58,21.4,22.86,0.9361,0.8870,33.99,38.72,0.8778,0.2367,142.29,250.65,425.93,295.83,418.35,296.46,0.0789,126,112,71,76,2
35para36.BMP,173.85,538.51,0.244047953,0.34,0.54,13.33,18.09,0.7369,0.6764,31.26,36.56,0.8550,0.5130,113.1,225.91,384.7,373.11,370.14,369.1,0.1659,71,54,105,126,2
36para37.BMP,115.29,1112.65,0.093888952,0.33,0.62,10.22,15.07,0.6782,0.6464,31.54,56.32,0.5600,0.4466,56.69,255.72,405.67,265.06,402.06,251.63,0.0992,38,24,202,174,2
37para38.BMP,101.33,634.45,0.137717796,0.36,0.58,10.15,13.45,0.7546,0.7132,28.75,37.07,0.7756,0.5878,65.85,187.66,562.71,356.69,544.82,358.11,0.1944,38,30,121,124,2
38para39.BMP,74.02,624.81,0.105919895,0.37,0.65,9.08,11.39,0.7972,0.7265,24.43,40.88,0.5976,0.4760,56.37,175.89,459.66,338.31,445.76,341.26,0.1396,31,27,120,101,2
39para40.BMP,48.6,772.54,0.05918601,0.38,0.66,8.1,9.12,0.8882,0.7440,23.62,49.76,0.4747,0.3973,75.29,246.82,311.85,285.01,313.34,292.64,0.0627,36,27,212,135,2
40para41.BMP,86.74,515.34,0.144067234,0.37,0.64,9.67,12.13,0.7972,0.7506,25.51,35.11,0.7266,0.5323,61.08,161.99,502.79,225.11,487.74,224.68,0.1722,38,30,67,73,2
41para42.BMP,108.59,640.71,0.144921927,0.35,0.65,9.86,14.7,0.6707,0.6398,27.28,41.01,0.6652,0.4851,51.08,178.93,434.86,263.63,436.72,264.18,0.0190,46,37,105,115,2
42para43.BMP,28.31,1475.94,0.01882001,0.37,0.6,6.1,9.32,0.6545,0.4150,39.87,50,0.7974,0.7517,53.6,227.17,310.35,298,300.44,274.86,0.2022,18,8,354,311,2
43para44.BMP,103.89,764.02,0.119701352,0.31,0.59,9.45,15.05,0.6279,0.5840,27.82,45.49,0.6116,0.4701,61.22,195.56,332.75,232.58,341.72,238.55,0.0951,50,29,139,141,2
44para45.BMP,37.39,569.32,0.061627466,0.34,0.76,5.57,11.13,0.5004,0.3843,23.84,35.22,0.6769,0.5844,43.72,144.31,379.54,320.99,364.69,319.74,0.1699,20,10,115,105,2
45para46.BMP,37.26,551.35,0.063301677,0.35,0.79,5.77,9.99,0.5776,0.4754,26.74,30.54,0.8756,0.7527,40.75,147.26,265.85,400.9,272.12,400.72,0.0825,23,14,134,98,2
46para47.BMP,42.84,419.02,0.09275538,0.31,0.74,6.41,9.35,0.6856,0.6239,21.71,30.24,0.7179,0.5834,30.95,128.71,287.51,280.9,282.04,289.22,0.1322,15,5,106,60,2
47para48.BMP,68.57,349.76,0.163913657,0.35,0.62,8.52,11.15,0.7641,0.7023,22.5,28.15,0.7993,0.5620,46.28,125.38,558.27,230.84,564.71,228.37,0.0984,24,21,64,64,2
48para49.BMP,69.58,807.36,0.079344083,0.35,0.6,7.94,12.11,0.6557,0.6041,23.01,55.78,0.4125,0.3304,47.41,207.27,356.59,330.36,339.31,329.24,0.1247,38,24,186,177,2
49para50.BMP,35.45,511.27,0.064841235,0.37,0.63,6.03,9.16,0.6583,0.5379,22.93,32.91,0.6967,0.6010,38.41,145.39,159.98,354.47,168.02,355.13,0.0984,15,12,109,87,2
1inter01.BMP,53.98,1633.31,0.031992129,0.39,0.85,8.14,9.02,0.9024,0.8448,53.69,71.46,0.7513,0.4072,28.03,1400.11,412.61,261.82,441.61,273.33,0.1753,13,13,1072,665,3
1inter02.BMP,49.85,1410.12,0.034144537,0.36,0.81,7.54,9.34,0.8073,0.7276,41.5,54.78,0.7576,0.5983,38.11,630.84,372.02,278.6,396.1,279.33,0.1766,20,13,574,350,3
2inter03.BMP,47.47,1836.59,0.025195588,0.37,0.81,7.63,8.47,0.9008,0.8425,47.73,55.55,0.8592,0.7578,30.92,446.03,387.8,292.01,393.63,292.64,0.0424,16,9,611,421,3
3inter04.BMP,59.62,2480.19,0.023474197,0.35,0.74,7.9,10.22,0.7730,0.7268,54.92,62.98,0.8720,0.7961,31.54,341.1,371.16,277.55,374.8,271.42,0.0455,31,20,728,614,3
4inter05.BMP,67.32,2235.26,0.029236769,0.32,0.74,8.11,11.26,0.7202,0.6760,47.3,66.89,0.7071,0.6361,34.42,293.43,442.87,281.76,427.18,265.58,0.1353,19,15,549,453,3
5inter06.BMP,62.31,2778.59,0.02193319,0.36,0.79,8.22,10.4,0.7904,0.7335,55.5,68.9,0.8055,0.7452,39.17,353.23,380.07,341,381.73,284.04,0.3322,27,20,795,609,3
6inter07.BMP,68.76,2708.58,0.024757502,0.41,0.79,9.26,10.04,0.9223,0.8685,49.29,81.88,0.6020,0.5144,44.92,658.61,401.93,240.06,396.5,229.33,0.0590,17,19,956,642,3
7inter08.BMP,26.24,1639.39,0.015753799,0.38,0.81,5.16,7.3,0.7068,0.6269,37.73,58.69,0.6429,0.6060,31.91,279.42,452.39,296.1,428.49,281.58,0.1914,13,3,474,425,3
8inter09.BMP,55.67,2568.17,0.021216995,0.33,0.76,7.35,10.38,0.7081,0.6579,53.03,66.66,0.7955,0.7359,31.97,387.45,437.68,262.28,411.1,246.65,0.1858,19,10,691,535,3
9inter10.BMP,58.74,3057.58,0.018849155,0.4,0.76,6.82,11.95,0.5707,0.5237,59.03,69.89,0.8446,0.7970,40.09,328.36,368.27,288.6,376.78,277.63,0.0798,28,10,828,654,3
10inter11.BMP,122.99,2694.8,0.043647681,0.44,0.67,11.75,14.28,0.8228,0.7679,59.87,64.2,0.9326,0.8325,73.71,301.9,417.33,247.8,395.27,260.85,0.1603,51,31,741,646,3
11inter12.BMP,55.74,2804.52,0.019487739,0.37,0.77,7.79,9.91,0.7861,0.7227,58.61,67.06,0.8740,0.7940,38.27,317.16,374.52,272.84,397.67,277.16,0.1410,21,9,791,663,3
12inter13.BMP,95.5,3926,0.023747358,0.33,0.83,9.28,13.9,0.6676,0.6293,69.99,89.8,0.7794,0.6199,42.47,1458.89,440.83,313.34,447.52,272.22,0.1863,30,22,1480,935,3
13inter14.BMP,81.98,1916.88,0.041013378,0.42,0.75,9.49,11.69,0.8118,0.7638,43.3,65.39,0.6622,0.5708,54.8,298,386.03,294.81,385.68,290.79,0.0248,36,14,577,419,3
14inter15.BMP,97.63,3020.76,0.031307822,0.48,0.8,10.33,12.75,0.8102,0.7647,56.48,73.74,0.7659,0.7073,61.1,378.61,367.29,303.5,379.93,296.64,0.0783,41,27,945,717,3
15inter16.BMP,60.81,2725.49,0.021824642,0.37,0.77,6.94,11.97,0.5798,0.5404,55.81,66.41,0.8404,0.7868,40.39,305.84,403.31,293.49,422.63,297.8,0.1197,18,5,772,646,3
16inter17.BMP,66.01,2895.7,0.0222878,0.42,0.82,7.73,11.58,0.6675,0.6268,56.72,70.05,0.8097,0.7514,42.84,373.89,384.46,230.47,383.86,270.71,0.2307,21,9,1035,819,3
67inter18.BMP,116.17,3956.81,0.028522114,0.48,0.78,11.97,12.92,0.9265,0.8861,69.56,78.63,0.8846,0.8149,57.33,401.46,350.96,264.49,360.08,280.5,0.0941,45,39,1275,952,3
18inter19.BMP,47.41,3896.94,0.012019724,0.41,0.8,7.57,8.81,0.8593,0.7777,70.12,73.59,0.9528,0.9162,44.86,488.73,368.26,271.96,366.93,270.65,0.0102,13,8,1512,1229,3
19inter20.BMP,44.09,2578.32,0.016812779,0.41,0.81,7.03,8.78,0.8007,0.7282,49.52,72.38,0.6842,0.6266,35.18,630.93,407.46,274.97,415.95,287.01,0.0817,17,8,917,660,3
20inter21.BMP,61.62,3638.99,0.016651309,0.37,0.78,7.35,11.47,0.6408,0.5964,58.88,82.74,0.7116,0.6768,35.72,312.46,348.97,250.92,358.68,258.55,0.0599,22,12,1096,866,3
21inter22.BMP,57.61,2299.26,0.024443436,0.37,0.74,8.08,9.95,0.8121,0.7409,45.44,70.01,0.6491,0.5973,36.51,280.8,375.81,277.38,372.77,298.69,0.1235,21,8,652,560,3
22inter23.BMP,57.68,2819.61,0.020046641,0.37,0.77,8.04,9.88,0.8138,0.7524,58.63,67.44,0.8694,0.7893,36.79,320.43,444.61,283.08,467.82,287.48,0.1407,26,13,757,626,3
23inter24.BMP,54.42,2315.61,0.022961735,0.38,0.79,7.54,10.06,0.7495,0.6847,53.16,63.17,0.8415,0.7388,41.52,591.47,334.49,292.78,353.83,262.19,0.2301,17,12,803,550,3
24inter25.BMP,77.59,2091.54,0.035770101,0.34,0.63,9.56,10.93,0.8747,0.8269,42.95,69,0.6225,0.5593,39.11,308.38,418.94,316.75,409.69,314.22,0.0558,23,6,540,452,3
25inter26.BMP,58.99,5230.66,0.011151967,0.37,0.85,7.5,10.85,0.6912,0.6380,82.4,85.18,0.9674,0.9179,39.97,729.89,430.29,218.77,455.15,281.35,0.3175,21,12,1980,1596,3
76inter27.BMP,129.51,6008.9,0.021098297,0.52,0.85,11.31,15.2,0.7441,0.7137,84.73,100.03,0.8470,0.7646,44.89,1256.53,420.78,288.33,430.16,303.86,0.0728,42,32,2735,2130,3
77inter28.BMP,136.33,4908.89,0.027021617,0.56,0.85,12.16,14.84,0.8194,0.7882,71.27,97.42,0.7316,0.6586,44.26,673.31,445.69,259.38,432.47,272.15,0.0758,35,23,2180,1835,3
28inter29.BMP,43.27,4511.85,0.009499201,0.37,0.79,6.4,9.41,0.6801,0.6222,66.34,90.57,0.7325,0.7003,37.19,465.01,523.38,298.84,514.55,286.14,0.0686,17,14,1758,1365,3
